DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	4q31.3	4	152332969	TMEM154	FBXW7			ENSG00000109670			rs7685296-T	rs7685296	0	7685296	intron_variant	0	0.279364611974842	2E-10	9.698970004336019		0.0511	[0.035-0.067] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2p21	2	43480246	THADA	THADA			ENSG00000115970			rs17334919-T	rs17334919	0	17334919	intron_variant	0	0.100217908588586	7E-28	27.154901959985743		0.1398	[0.11-0.16] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2p16.1	2	60358671	MIR4432HG	MIR4432HG			ENSG00000228590			rs243019-C	rs243019	0	243019	intron_variant	0	0.455830717095865	2E-15	14.698970004336019		0.0566	[0.043-0.071] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2p14	2	65049318	CEP68	LINC02576, LINC02245			ENSG00000232613, ENSG00000237638			rs1009358-C	rs1009358	0	1009358	intron_variant	0	0.377278111777916	1E-11	11.0		0.0545	[0.039-0.07] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q13	2	111177400	BCL2L11	MIR4435-2HG			ENSG00000172965			rs10169613-T	rs10169613	0	10169613	intron_variant	0	0.472133958676468	4E-8	7.3979400086720375		0.0429	[0.028-0.058] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q14.2	2	120552183	LOC105373585, GLI2	LINC01101 - Y_RNA	ENSG00000280409	ENSG00000207021		85965	99090	rs12617659-T	rs12617659	0	12617659	intergenic_variant	1	0.147238129122417	3E-11	10.522878745280337		0.0685	[0.048-0.089] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q24.2	2	160280145	RBMS1	RBMS1			ENSG00000153250			rs7572970-A	rs7572970	0	7572970	intron_variant	0	0.277953371585924	1E-11	11.0		0.059	[0.042-0.076] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q24.3	2	164672366	COBLL1	COBLL1			ENSG00000082438			rs13389219-T	rs13389219	0	13389219	intron_variant	0	0.394367937714495	2E-22	21.69897000433602		0.0722	[0.058-0.087] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q36.3	2	226236695	MIR5702	NYAP2 - MIR5702	ENSG00000144460	ENSG00000263363		506808	422015	rs2972144-A	rs2972144	0	2972144	intergenic_variant	1	0.354633108192389	3E-34	33.52287874528034		0.0913	[0.077-0.106] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	2q36.3	2	228108944	SPHKAP	SPHKAP			ENSG00000153820			rs7561798-G	rs7561798	0	7561798	splice_region_variant	0	0.482171024837791	3E-8	7.522878745280337		0.04	[0.026-0.054] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3p25.2	3	12353341	PPARG	PPARG			ENSG00000132170			rs1899951-T	rs1899951	0	1899951	intron_variant	0	0.123288181623979	2E-24	23.69897000433602		0.1118	[0.09-0.133] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3p24.3	3	23413299	UBE2E2	UBE2E2			ENSG00000182247			rs1496653-G	rs1496653	0	1496653	intron_variant	0	0.204781842750379	3E-18	17.522878745280337		0.0769	[0.06-0.094] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3p21.31	3	46884049	PTH1R	PTH1R			ENSG00000160801			rs11926707-T	rs11926707	0	11926707	intron_variant	0	0.374443928283118	2E-8	7.698970004336019		0.0463	[0.03-0.062] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3p14.1	3	63911539	ATXN7	SCAANT1, ATXN7			ENSG00000280620, ENSG00000163635			rs2292662-T	rs2292662	0	2292662	non_coding_transcript_exon_variant	0	0.151271963500907	1E-8	8.0		0.0629	[0.041-0.085] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3p14.1	3	64719689	ADAMTS9-AS2	ADAMTS9-AS2			ENSG00000241684			rs6795735-T	rs6795735	0	6795735	intron_variant	0	0.410911492715474	2E-14	13.698970004336019		0.0558	[0.041-0.07] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3q21.1	3	123346931	ADCY5	ADCY5			ENSG00000173175			rs11708067-G	rs11708067	0	11708067	intron_variant	0	0.238989658490694	6E-29	28.221848749616356		0.0965	[0.08-0.113] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	3q25.1	3	150379848	LOC107986143, TSC22D2	LINC01214 - TSC22D2	ENSG00000243550	ENSG00000196428		83243	28450	rs9844972-C	rs9844972	0	9844972	intergenic_variant	1	0.0697229176154775	1E-10	10.0		0.0956	[0.067-0.125] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9p21.3	9	22134095	CDKN2B-AS1	CDKN2B-AS1 - DMRTA1	ENSG00000240498	ENSG00000176399		5992	312729	rs10811661-C	rs10811661	0	10811661	intergenic_variant	1	0.173605396001198	4E-58	57.39794000867204		0.1569	[0.14-0.18] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9p13.3	9	34025642	UBAP2	UBAP2			ENSG00000137073			rs1758632-C	rs1758632	0	1758632	intron_variant	0	0.376593206821159	1E-9	9.0		0.0491	[0.033-0.065] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9q21.31	9	79284065	LOC101927450, TLE1	KRT18P24 - CHCHD2P9	ENSG00000226234	ENSG00000186940		246497	107239	rs17791483-G	rs17791483	0	17791483	regulatory_region_variant	1	0.062588322668909	3E-12	11.522878745280337		0.102	[0.073-0.131] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9q21.32	9	81694033	LOC101927502, TLE1	TLE1-DT			ENSG00000233926			rs2796441-A	rs2796441	0	2796441	intron_variant	0	0.416458049639807	2E-22	21.69897000433602		0.0715	[0.057-0.086] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9q22.32	9	94156900	LOC107987099, PTPDC1	PTPDC1 - MIRLET7A1HG	ENSG00000158079	ENSG00000269929		47044	9358	rs10114341-C	rs10114341	0	10114341	non_coding_transcript_exon_variant	1	0.440754140705696	1E-8	8.0		0.0409	[0.027-0.055] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	9q34.2	9	133261662	ABO	ABO			ENSG00000175164			rs687621-G	rs687621	0	687621	intron_variant	0	0.324802051593313	1E-8	8.0		0.0433	[0.028-0.058] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	10p13	10	12265895	CDC123	CDC123 - RN7SL198P	ENSG00000151465	ENSG00000264036		15306	62237	rs11257655-T	rs11257655	0	11257655	TF_binding_site_variant	1	0.206773280772991	2E-17	16.69897000433602		0.0737	[0.057-0.091] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	10q22.1	10	69709758	FAM241B	LINC02651 - RPL5P26	ENSG00000235645	ENSG00000230469		17306	69204	rs2616132-A	rs2616132	0	2616132	intergenic_variant	1	0.474257342929455	7E-9	8.154901959985743		0.0455	[0.03-0.061] unit increase	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	10q22.2	10	73834292	CAMK2G	CAMK2G			ENSG00000148660			rs2633310-T	rs2633310	0	2633310	intron_variant	0	0.435073424137569	2E-8	7.698970004336019		0.0443	[0.029-0.06] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
2019-01-11	30054458	Xue A	2018-07-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30054458	Genome-wide association analyses identify 143 risk variants and putative regulatory mechanisms for type 2 diabetes.	Type 2 diabetes	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	NA	10q22.3	10	79205218	ZMIZ1	ZMIZ1			ENSG00000108175			rs753270-T	rs753270	0	753270	intron_variant	0	0.416465397344019	3E-11	10.522878745280337		0.0528	[0.037-0.068] unit decrease	NR [5035015] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST006867	Genome-wide genotyping array
